target;source;weight
Arbedo-Castione;Cadempino;5
Arbedo-Castione;Comano;11
Arbedo-Castione;Lamone;5
Arbedo-Castione;Lugano;117
Arbedo-Castione;Manno;41
Arbedo-Castione;Mezzovico-Vira;24
Arbedo-Castione;Paradiso;10
Arbedo-Castione;Monteceneri;17
Arbedo-Castione;Biasca;46
Arbedo-Castione;Claro;18
Arbedo-Castione;Lodrino;23
Arbedo-Castione;Osogna;6
Arbedo-Castione;Gambarogno;14
Arbedo-Castione;Andere Gemeinden;85
Arbedo-Castione;Andere Gemeinden;12
Bellinzona;Zürich;37
Bellinzona;Andere Gemeinden;5
Bellinzona;Luzern;7
Bellinzona;Andere Gemeinden;9
Bellinzona;Hünenberg;5
Bellinzona;Zug;8
Bellinzona;Andere Gemeinden;10
Bellinzona;Mesocco;12
Bellinzona;Soazza;6
Bellinzona;Cama;7
Bellinzona;Grono;52
Bellinzona;Roveredo (GR);27
Bellinzona;San Vittore;25
Bellinzona;Andere Gemeinden;14
Bellinzona;Arbedo-Castione;180
Bellinzona;Bellinzona;4820
Bellinzona;Cadenazzo;68
Bellinzona;Camorino;84
Bellinzona;Giubiasco;391
Bellinzona;Gorduno;9
Bellinzona;Gudo;7
Bellinzona;Lumino;41
Bellinzona;Monte Carasso;56
Bellinzona;Preonzo;17
Bellinzona;Sant'Antonino;151
Bellinzona;Sementina;82
Bellinzona;Acquarossa;6
Bellinzona;Blenio;13
Bellinzona;Serravalle;16
Bellinzona;Airolo;12
Bellinzona;Bodio;24
Bellinzona;Faido;19
Bellinzona;Giornico;20
Bellinzona;Quinto;14
Bellinzona;Ascona;18
Bellinzona;Brissago;10
Bellinzona;Gordola;21
Bellinzona;Lavertezzo;7
Bellinzona;Locarno;190
Bellinzona;Losone;25
Bellinzona;Minusio;20
Bellinzona;Muralto;17
Bellinzona;Orselina;9
Bellinzona;Tenero-Contra;9
Bellinzona;Cugnasco-Gerra;5
Bellinzona;Agno;13
Bellinzona;Bedano;5
Bellinzona;Bioggio;43
Bellinzona;Cadempino;12
Bellinzona;Caslano;5
Bellinzona;Comano;49
Bellinzona;Grancia;9
Bellinzona;Lamone;17
Bellinzona;Lugano;360
Bellinzona;Manno;85
Bellinzona;Massagno;16
Bellinzona;Melide;9
Bellinzona;Mezzovico-Vira;41
Bellinzona;Paradiso;27
Bellinzona;Savosa;7
Bellinzona;Sorengo;7
Bellinzona;Capriasca;6
Bellinzona;Torricella-Taverne;23
Bellinzona;Collina d'Oro;16
Bellinzona;Monteceneri;63
Bellinzona;Balerna;6
Bellinzona;Chiasso;27
Bellinzona;Mendrisio;11
Bellinzona;Stabio;7
Bellinzona;Biasca;110
Bellinzona;Claro;29
Bellinzona;Lodrino;41
Bellinzona;Osogna;15
Bellinzona;Gambarogno;42
Bellinzona;Andere Gemeinden;63
Bellinzona;Andere Gemeinden;17
Cadenazzo;Zürich;5
Cadenazzo;Roveredo (GR);6
Cadenazzo;Andere Gemeinden;10
Cadenazzo;Arbedo-Castione;9
Cadenazzo;Bellinzona;159
Cadenazzo;Cadenazzo;337
Cadenazzo;Camorino;24
Cadenazzo;Giubiasco;58
Cadenazzo;Lumino;6
Cadenazzo;Monte Carasso;5
Cadenazzo;Sant'Antonino;119
Cadenazzo;Sementina;12
Cadenazzo;Ascona;7
Cadenazzo;Gordola;16
Cadenazzo;Lavertezzo;10
Cadenazzo;Locarno;63
Cadenazzo;Losone;9
Cadenazzo;Minusio;9
Cadenazzo;Muralto;10
Cadenazzo;Tenero-Contra;17
Cadenazzo;Cugnasco-Gerra;5
Cadenazzo;Bedano;5
Cadenazzo;Bioggio;11
Cadenazzo;Cadempino;10
Cadenazzo;Comano;6
Cadenazzo;Lamone;6
Cadenazzo;Lugano;72
Cadenazzo;Manno;18
Cadenazzo;Mezzovico-Vira;26
Cadenazzo;Torricella-Taverne;7
Cadenazzo;Monteceneri;14
Cadenazzo;Chiasso;17
Cadenazzo;Biasca;13
Cadenazzo;Osogna;6
Cadenazzo;Gambarogno;45
Cadenazzo;Andere Gemeinden;68
Cadenazzo;Andere Gemeinden;10
Camorino;Zürich;9
Camorino;Andere Gemeinden;5
Camorino;Andere Gemeinden;12
Camorino;Arbedo-Castione;19
Camorino;Bellinzona;233
Camorino;Cadenazzo;26
Camorino;Camorino;329
Camorino;Giubiasco;109
Camorino;Lumino;6
Camorino;Monte Carasso;12
Camorino;Sant'Antonino;36
Camorino;Sementina;12
Camorino;Airolo;23
Camorino;Quinto;6
Camorino;Gordola;6
Camorino;Locarno;29
Camorino;Losone;6
Camorino;Muralto;8
Camorino;Tenero-Contra;6
Camorino;Cugnasco-Gerra;5
Camorino;Bioggio;8
Camorino;Comano;11
Camorino;Lugano;69
Camorino;Manno;20
Camorino;Mezzovico-Vira;14
Camorino;Torricella-Taverne;7
Camorino;Monteceneri;8
Camorino;Biasca;18
Camorino;Lodrino;6
Camorino;Gambarogno;16
Camorino;Andere Gemeinden;85
Camorino;Andere Gemeinden;10
Giubiasco;Zürich;16
Giubiasco;Andere Gemeinden;10
Giubiasco;Andere Gemeinden;9
Giubiasco;Cama;6
Giubiasco;Grono;20
Giubiasco;Roveredo (GR);10
Giubiasco;San Vittore;8
Giubiasco;Arbedo-Castione;48
Giubiasco;Bellinzona;1288
Giubiasco;Cadenazzo;50
Giubiasco;Camorino;45
Giubiasco;Giubiasco;1014
Giubiasco;Lumino;11
Giubiasco;Monte Carasso;20
Giubiasco;Preonzo;8
Giubiasco;Sant'Antonino;190
Giubiasco;Sementina;67
Giubiasco;Bodio;6
Giubiasco;Faido;5
Giubiasco;Pollegio;5
Giubiasco;Ascona;12
Giubiasco;Brissago;5
Giubiasco;Gordola;16
Giubiasco;Lavertezzo;6
Giubiasco;Locarno;118
Giubiasco;Losone;15
Giubiasco;Minusio;8
Giubiasco;Muralto;16
Giubiasco;Tenero-Contra;7
Giubiasco;Cugnasco-Gerra;8
Giubiasco;Agno;7
Giubiasco;Bedano;16
Giubiasco;Bioggio;22
Giubiasco;Cadempino;10
Giubiasco;Comano;17
Giubiasco;Grancia;6
Giubiasco;Lamone;6
Giubiasco;Lugano;214
Giubiasco;Manno;58
Giubiasco;Massagno;12
Giubiasco;Mezzovico-Vira;32
Giubiasco;Muzzano;5
Giubiasco;Paradiso;8
Giubiasco;Savosa;5
Giubiasco;Capriasca;9
Giubiasco;Torricella-Taverne;13
Giubiasco;Collina d'Oro;13
Giubiasco;Monteceneri;32
Giubiasco;Mendrisio;8
Giubiasco;Biasca;31
Giubiasco;Claro;6
Giubiasco;Lodrino;12
Giubiasco;Osogna;5
Giubiasco;Gambarogno;41
Giubiasco;Andere Gemeinden;76
Giubiasco;Andere Gemeinden;11
Gnosca;Andere Gemeinden;5
Gnosca;Arbedo-Castione;15
Gnosca;Bellinzona;120
Gnosca;Giubiasco;6
Gnosca;Gnosca;32
Gnosca;Sant'Antonino;6
Gnosca;Sementina;6
Gnosca;Bodio;5
Gnosca;Lugano;18
Gnosca;Biasca;9
Gnosca;Andere Gemeinden;48
Gnosca;Andere Gemeinden;7
Gorduno;Andere Gemeinden;6
Gorduno;Arbedo-Castione;28
Gorduno;Bellinzona;167
Gorduno;Giubiasco;12
Gorduno;Gorduno;33
Gorduno;Lumino;5
Gorduno;Monte Carasso;6
Gorduno;Sementina;8
Gorduno;Airolo;5
Gorduno;Lugano;14
Gorduno;Andere Gemeinden;62
Gorduno;Andere Gemeinden;6
Gudo;Bellinzona;89
Gudo;Cadenazzo;13
Gudo;Giubiasco;18
Gudo;Gudo;59
Gudo;Sant'Antonino;26
Gudo;Sementina;7
Gudo;Ascona;6
Gudo;Gordola;5
Gudo;Locarno;33
Gudo;Losone;7
Gudo;Tenero-Contra;8
Gudo;Cugnasco-Gerra;6
Gudo;Comano;5
Gudo;Lugano;20
Gudo;Manno;9
Gudo;Gambarogno;5
Gudo;Andere Gemeinden;48
Gudo;Andere Gemeinden;7
Isone;Bellinzona;14
Isone;Camorino;15
Isone;Isone;57
Isone;Lugano;14
Isone;Massagno;5
Isone;Mezzovico-Vira;7
Isone;Monteceneri;7
Isone;Andere Gemeinden;52
Isone;Andere Gemeinden;1
Lumino;Zürich;5
Lumino;Grono;6
Lumino;Roveredo (GR);11
Lumino;San Vittore;5
Lumino;Arbedo-Castione;45
Lumino;Bellinzona;258
Lumino;Cadenazzo;8
Lumino;Camorino;6
Lumino;Giubiasco;18
Lumino;Lumino;71
Lumino;Sant'Antonino;11
Lumino;Sementina;6
Lumino;Airolo;8
Lumino;Locarno;12
Lumino;Comano;5
Lumino;Lugano;18
Lumino;Manno;7
Lumino;Monteceneri;5
Lumino;Biasca;12
Lumino;Claro;9
Lumino;Gambarogno;5
Lumino;Andere Gemeinden;49
Lumino;Andere Gemeinden;18
Moleno;Bellinzona;19
Moleno;Giubiasco;6
Moleno;Andere Gemeinden;29
Moleno;Andere Gemeinden;3
Monte Carasso;Zürich;6
Monte Carasso;Roveredo (GR);5
Monte Carasso;Andere Gemeinden;10
Monte Carasso;Arbedo-Castione;40
Monte Carasso;Bellinzona;519
Monte Carasso;Cadenazzo;8
Monte Carasso;Camorino;8
Monte Carasso;Giubiasco;62
Monte Carasso;Monte Carasso;220
Monte Carasso;Sant'Antonino;17
Monte Carasso;Sementina;79
Monte Carasso;Quinto;6
Monte Carasso;Lavertezzo;5
Monte Carasso;Locarno;21
Monte Carasso;Losone;9
Monte Carasso;Minusio;8
Monte Carasso;Muralto;6
Monte Carasso;Tenero-Contra;7
Monte Carasso;Bioggio;10
Monte Carasso;Comano;11
Monte Carasso;Lugano;61
Monte Carasso;Manno;17
Monte Carasso;Massagno;6
Monte Carasso;Mezzovico-Vira;7
Monte Carasso;Monteceneri;12
Monte Carasso;Chiasso;7
Monte Carasso;Biasca;9
Monte Carasso;Lodrino;9
Monte Carasso;Gambarogno;17
Monte Carasso;Andere Gemeinden;75
Monte Carasso;Andere Gemeinden;10
Pianezzo;Andere Gemeinden;5
Pianezzo;Bellinzona;63
Pianezzo;Cadenazzo;7
Pianezzo;Giubiasco;66
Pianezzo;Pianezzo;29
Pianezzo;Sementina;5
Pianezzo;Locarno;6
Pianezzo;Lugano;10
Pianezzo;Manno;6
Pianezzo;Andere Gemeinden;52
Pianezzo;Andere Gemeinden;11
Preonzo;Andere Gemeinden;6
Preonzo;Arbedo-Castione;12
Preonzo;Bellinzona;96
Preonzo;Giubiasco;6
Preonzo;Preonzo;40
Preonzo;Sant'Antonino;6
Preonzo;Bodio;8
Preonzo;Locarno;10
Preonzo;Lugano;10
Preonzo;Biasca;16
Preonzo;Claro;9
Preonzo;Lodrino;6
Preonzo;Andere Gemeinden;39
Preonzo;Andere Gemeinden;14
Sant'Antonino;Zürich;5
Sant'Antonino;Grono;5
Sant'Antonino;Andere Gemeinden;8
Sant'Antonino;Andere Gemeinden;5
Sant'Antonino;Arbedo-Castione;24
Sant'Antonino;Bellinzona;201
Sant'Antonino;Cadenazzo;38
Sant'Antonino;Camorino;25
Sant'Antonino;Giubiasco;164
Sant'Antonino;Monte Carasso;7
Sant'Antonino;Sant'Antonino;264
Sant'Antonino;Sementina;11
Sant'Antonino;Ascona;7
Sant'Antonino;Gordola;11
Sant'Antonino;Locarno;40
Sant'Antonino;Losone;17
Sant'Antonino;Minusio;8
Sant'Antonino;Muralto;5
Sant'Antonino;Tenero-Contra;6
Sant'Antonino;Cugnasco-Gerra;6
Sant'Antonino;Agno;5
Sant'Antonino;Bioggio;18
Sant'Antonino;Gravesano;5
Sant'Antonino;Lugano;67
Sant'Antonino;Manno;24
Sant'Antonino;Mezzovico-Vira;5
Sant'Antonino;Monteceneri;14
Sant'Antonino;Mendrisio;6
Sant'Antonino;Biasca;10
Sant'Antonino;Osogna;7
Sant'Antonino;Gambarogno;27
Sant'Antonino;Andere Gemeinden;58
Sant'Antonino;Andere Gemeinden;11
Sant'Antonio;Bellinzona;18
Sant'Antonio;Giubiasco;20
Sant'Antonio;Sant'Antonio;13
Sant'Antonio;Lugano;5
Sant'Antonio;Andere Gemeinden;34
Sant'Antonio;Andere Gemeinden;4
Sementina;Andere Gemeinden;8
Sementina;Meiringen;17
Sementina;Grono;7
Sementina;Roveredo (GR);5
Sementina;San Vittore;5
Sementina;Arbedo-Castione;26
Sementina;Bellinzona;459
Sementina;Cadenazzo;17
Sementina;Camorino;27
Sementina;Giubiasco;148
Sementina;Gudo;5
Sementina;Lumino;6
Sementina;Monte Carasso;41
Sementina;Sant'Antonino;26
Sementina;Sementina;222
Sementina;Gordola;13
Sementina;Lavertezzo;6
Sementina;Locarno;49
Sementina;Losone;5
Sementina;Minusio;5
Sementina;Muralto;10
Sementina;Tenero-Contra;7
Sementina;Bioggio;10
Sementina;Gravesano;5
Sementina;Lugano;92
Sementina;Manno;19
Sementina;Mezzovico-Vira;6
Sementina;Vezia;5
Sementina;Biasca;18
Sementina;Lodrino;6
Sementina;Gambarogno;9
Sementina;Andere Gemeinden;72
Sementina;Andere Gemeinden;9
Acquarossa;Andere Gemeinden;7
Acquarossa;Meiringen;6
Acquarossa;Arbedo-Castione;7
Acquarossa;Bellinzona;30
Acquarossa;Cadenazzo;7
Acquarossa;Giubiasco;15
Acquarossa;Acquarossa;388
Acquarossa;Blenio;49
Acquarossa;Serravalle;27
Acquarossa;Bodio;5
Acquarossa;Faido;5
Acquarossa;Personico;5
Acquarossa;Pollegio;23
Acquarossa;Locarno;7
Acquarossa;Lugano;16
Acquarossa;Biasca;91
Acquarossa;Andere Gemeinden;42
Acquarossa;Andere Gemeinden;14
Blenio;Zürich;7
Blenio;Meiringen;6
Blenio;Arbedo-Castione;6
Blenio;Bellinzona;15
Blenio;Acquarossa;109
Blenio;Blenio;341
Blenio;Serravalle;18
Blenio;Bodio;5
Blenio;Pollegio;12
Blenio;Bioggio;6
Blenio;Lugano;13
Blenio;Sorengo;5
Blenio;Biasca;99
Blenio;Lodrino;7
Blenio;Andere Gemeinden;47
Blenio;Andere Gemeinden;9
Serravalle;Andere Gemeinden;6
Serravalle;Meiringen;6
Serravalle;Olten;6
Serravalle;Roveredo (GR);6
Serravalle;Andere Gemeinden;5
Serravalle;Arbedo-Castione;7
Serravalle;Bellinzona;69
Serravalle;Cadenazzo;5
Serravalle;Camorino;7
Serravalle;Giubiasco;7
Serravalle;Sant'Antonino;7
Serravalle;Acquarossa;83
Serravalle;Blenio;16
Serravalle;Serravalle;220
Serravalle;Bodio;10
Serravalle;Faido;15
Serravalle;Giornico;7
Serravalle;Personico;11
Serravalle;Pollegio;31
Serravalle;Quinto;6
Serravalle;Locarno;11
Serravalle;Lugano;20
Serravalle;Monteceneri;8
Serravalle;Biasca;205
Serravalle;Claro;8
Serravalle;Lodrino;8
Serravalle;Andere Gemeinden;48
Serravalle;Andere Gemeinden;11
Airolo;Andere Gemeinden;8
Airolo;Göschenen;8
Airolo;Andere Gemeinden;5
Airolo;Bellinzona;24
Airolo;Airolo;502
Airolo;Faido;27
Airolo;Giornico;12
Airolo;Quinto;58
Airolo;Lugano;12
Airolo;Biasca;26
Airolo;Lodrino;6
Airolo;Andere Gemeinden;52
Airolo;Andere Gemeinden;12
Bedretto;Bellinzona;9
Bedretto;Airolo;10
Bedretto;Bedretto;13
Bedretto;Andere Gemeinden;16
Bedretto;Andere Gemeinden;3
Bodio;Andere Gemeinden;6
Bodio;Arbedo-Castione;7
Bodio;Bellinzona;44
Bodio;Giubiasco;6
Bodio;Acquarossa;7
Bodio;Serravalle;12
Bodio;Airolo;11
Bodio;Bodio;102
Bodio;Faido;20
Bodio;Giornico;15
Bodio;Pollegio;6
Bodio;Quinto;7
Bodio;Lugano;20
Bodio;Monteceneri;18
Bodio;Biasca;54
Bodio;Lodrino;10
Bodio;Andere Gemeinden;38
Bodio;Andere Gemeinden;8
Dalpe;Airolo;7
Dalpe;Dalpe;19
Dalpe;Faido;20
Dalpe;Quinto;8
Dalpe;Andere Gemeinden;18
Dalpe;Andere Gemeinden;5
Faido;Zürich;8
Faido;Andere Gemeinden;5
Faido;Luzern;5
Faido;Andere Gemeinden;7
Faido;Andere Gemeinden;5
Faido;Arbedo-Castione;9
Faido;Bellinzona;59
Faido;Camorino;6
Faido;Giubiasco;8
Faido;Sant'Antonino;5
Faido;Acquarossa;5
Faido;Airolo;98
Faido;Bodio;26
Faido;Dalpe;11
Faido;Faido;1211
Faido;Giornico;50
Faido;Pollegio;15
Faido;Prato (Leventina);11
Faido;Quinto;50
Faido;Locarno;11
Faido;Bioggio;10
Faido;Lugano;45
Faido;Manno;7
Faido;Monteceneri;7
Faido;Mendrisio;10
Faido;Biasca;78
Faido;Iragna;5
Faido;Lodrino;19
Faido;Osogna;8
Faido;Andere Gemeinden;53
Faido;Andere Gemeinden;13
Giornico;Bellinzona;18
Giornico;Airolo;8
Giornico;Bodio;41
Giornico;Faido;32
Giornico;Giornico;103
Giornico;Pollegio;16
Giornico;Quinto;6
Giornico;Lugano;7
Giornico;Biasca;50
Giornico;Andere Gemeinden;49
Giornico;Andere Gemeinden;11
Personico;Bellinzona;25
Personico;Airolo;5
Personico;Bodio;15
Personico;Personico;28
Personico;Pollegio;9
Personico;Lugano;5
Personico;Biasca;18
Personico;Andere Gemeinden;32
Personico;Andere Gemeinden;3
Pollegio;Bellinzona;38
Pollegio;Acquarossa;17
Pollegio;Serravalle;9
Pollegio;Bodio;21
Pollegio;Faido;7
Pollegio;Giornico;9
Pollegio;Pollegio;55
Pollegio;Bioggio;8
Pollegio;Lugano;21
Pollegio;Biasca;66
Pollegio;Iragna;5
Pollegio;Lodrino;10
Pollegio;Andere Gemeinden;54
Pollegio;Andere Gemeinden;17
Prato (Leventina);Bellinzona;12
Prato (Leventina);Airolo;26
Prato (Leventina);Faido;18
Prato (Leventina);Giornico;5
Prato (Leventina);Prato (Leventina);49
Prato (Leventina);Quinto;22
Prato (Leventina);Biasca;7
Prato (Leventina);Andere Gemeinden;19
Prato (Leventina);Andere Gemeinden;6
Quinto;Andere Gemeinden;5
Quinto;Bellinzona;12
Quinto;Airolo;41
Quinto;Bodio;7
Quinto;Faido;29
Quinto;Giornico;14
Quinto;Prato (Leventina);18
Quinto;Quinto;233
Quinto;Lugano;6
Quinto;Biasca;15
Quinto;Andere Gemeinden;27
Quinto;Andere Gemeinden;10
Sobrio;Faido;5
Sobrio;Sobrio;6
Sobrio;Andere Gemeinden;9
Sobrio;Andere Gemeinden;8
Ascona;Zug;12
Ascona;Andere Gemeinden;5
Ascona;Andere Gemeinden;10
Ascona;Bellinzona;47
Ascona;Camorino;5
Ascona;Giubiasco;10
Ascona;Sant'Antonino;11
Ascona;Sementina;7
Ascona;Ascona;892
Ascona;Brissago;36
Ascona;Gordola;25
Ascona;Lavertezzo;8
Ascona;Locarno;553
Ascona;Losone;112
Ascona;Minusio;39
Ascona;Muralto;65
Ascona;Orselina;13
Ascona;Ronco sopra Ascona;9
Ascona;Tenero-Contra;13
Ascona;Bioggio;6
Ascona;Comano;5
Ascona;Lugano;43
Ascona;Manno;8
Ascona;Mezzovico-Vira;7
Ascona;Biasca;5
Ascona;Maggia;5
Ascona;Terre di Pedemonte;10
Ascona;Centovalli;5
Ascona;Gambarogno;17
Ascona;Andere Gemeinden;60
Ascona;Andere Gemeinden;11
Brione (Verzasca);Brione (Verzasca);38
Brione (Verzasca);Locarno;5
Brione (Verzasca);Tenero-Contra;7
Brione (Verzasca);Andere Gemeinden;23
Brione sopra Minusio;Bellinzona;9
Brione sopra Minusio;Brione sopra Minusio;34
Brione sopra Minusio;Gordola;6
Brione sopra Minusio;Locarno;48
Brione sopra Minusio;Losone;11
Brione sopra Minusio;Minusio;15
Brione sopra Minusio;Muralto;11
Brione sopra Minusio;Orselina;7
Brione sopra Minusio;Tenero-Contra;7
Brione sopra Minusio;Lugano;8
Brione sopra Minusio;Andere Gemeinden;26
Brione sopra Minusio;Andere Gemeinden;5
Brissago;Bellinzona;6
Brissago;Cadenazzo;7
Brissago;Ascona;39
Brissago;Brissago;328
Brissago;Gordola;9
Brissago;Locarno;118
Brissago;Losone;31
Brissago;Minusio;7
Brissago;Muralto;15
Brissago;Tenero-Contra;8
Brissago;Lugano;10
Brissago;Gambarogno;13
Brissago;Andere Gemeinden;45
Brissago;Andere Gemeinden;8
Corippo;Andere Gemeinden;3
Frasco;Frasco;7
Frasco;Gordola;5
Frasco;Locarno;6
Frasco;Tenero-Contra;7
Frasco;Andere Gemeinden;19
Gordola;Meiringen;11
Gordola;Andere Gemeinden;6
Gordola;Andere Gemeinden;10
Gordola;Roveredo (GR);5
Gordola;Andere Gemeinden;7
Gordola;Arbedo-Castione;6
Gordola;Bellinzona;118
Gordola;Cadenazzo;17
Gordola;Camorino;13
Gordola;Giubiasco;72
Gordola;Gudo;6
Gordola;Monte Carasso;7
Gordola;Sant'Antonino;51
Gordola;Sementina;10
Gordola;Ascona;59
Gordola;Brissago;10
Gordola;Gordola;538
Gordola;Lavertezzo;55
Gordola;Locarno;396
Gordola;Losone;58
Gordola;Minusio;86
Gordola;Muralto;41
Gordola;Orselina;20
Gordola;Tenero-Contra;134
Gordola;Cugnasco-Gerra;16
Gordola;Bedano;8
Gordola;Bioggio;9
Gordola;Cadempino;6
Gordola;Comano;10
Gordola;Lugano;65
Gordola;Manno;19
Gordola;Mezzovico-Vira;9
Gordola;Monteceneri;10
Gordola;Terre di Pedemonte;5
Gordola;Gambarogno;49
Gordola;Andere Gemeinden;75
Gordola;Andere Gemeinden;10
Gresso;Andere Gemeinden;8
Lavertezzo;Bellinzona;58
Lavertezzo;Cadenazzo;17
Lavertezzo;Giubiasco;8
Lavertezzo;Gudo;8
Lavertezzo;Sant'Antonino;7
Lavertezzo;Airolo;9
Lavertezzo;Ascona;14
Lavertezzo;Gordola;28
Lavertezzo;Lavertezzo;81
Lavertezzo;Locarno;102
Lavertezzo;Losone;11
Lavertezzo;Minusio;7
Lavertezzo;Muralto;19
Lavertezzo;Orselina;6
Lavertezzo;Tenero-Contra;32
Lavertezzo;Cugnasco-Gerra;38
Lavertezzo;Bioggio;5
Lavertezzo;Lugano;19
Lavertezzo;Gambarogno;21
Lavertezzo;Andere Gemeinden;49
Lavertezzo;Andere Gemeinden;10
Locarno;Luzern;7
Locarno;Andere Gemeinden;5
Locarno;Hergiswil (NW);7
Locarno;Zug;12
Locarno;Andere Gemeinden;11
Locarno;Roveredo (GR);7
Locarno;San Vittore;5
Locarno;Andere Gemeinden;12
Locarno;Arbedo-Castione;8
Locarno;Bellinzona;208
Locarno;Cadenazzo;41
Locarno;Camorino;16
Locarno;Giubiasco;57
Locarno;Sant'Antonino;47
Locarno;Sementina;16
Locarno;Ascona;328
Locarno;Brione sopra Minusio;5
Locarno;Brissago;136
Locarno;Gordola;88
Locarno;Lavertezzo;41
Locarno;Locarno;3724
Locarno;Losone;287
Locarno;Minusio;158
Locarno;Muralto;254
Locarno;Orselina;97
Locarno;Ronco sopra Ascona;7
Locarno;Tenero-Contra;119
Locarno;Cugnasco-Gerra;20
Locarno;Agno;6
Locarno;Bedano;11
Locarno;Bioggio;29
Locarno;Cadempino;8
Locarno;Comano;20
Locarno;Gravesano;6
Locarno;Lamone;16
Locarno;Lugano;153
Locarno;Manno;38
Locarno;Massagno;7
Locarno;Mezzovico-Vira;23
Locarno;Paradiso;9
Locarno;Savosa;7
Locarno;Capriasca;5
Locarno;Torricella-Taverne;10
Locarno;Monteceneri;17
Locarno;Balerna;6
Locarno;Chiasso;10
Locarno;Mendrisio;16
Locarno;Biasca;14
Locarno;Lodrino;5
Locarno;Cevio;20
Locarno;Maggia;26
Locarno;Avegno Gordevio;26
Locarno;Terre di Pedemonte;44
Locarno;Centovalli;23
Locarno;Gambarogno;113
Locarno;Andere Gemeinden;62
Locarno;Andere Gemeinden;10
Locarno;Andere Gemeinden;10
Losone;Andere Gemeinden;6
Losone;Andere Gemeinden;5
Losone;Bellinzona;78
Losone;Cadenazzo;15
Losone;Camorino;7
Losone;Giubiasco;16
Losone;Sant'Antonino;36
Losone;Ascona;267
Losone;Brissago;52
Losone;Gordola;42
Losone;Lavertezzo;18
Losone;Locarno;774
Losone;Losone;944
Losone;Minusio;67
Losone;Muralto;87
Losone;Orselina;29
Losone;Ronco sopra Ascona;12
Losone;Tenero-Contra;37
Losone;Bedano;6
Losone;Bioggio;16
Losone;Comano;12
Losone;Lugano;66
Losone;Manno;13
Losone;Monteceneri;13
Losone;Cevio;6
Losone;Maggia;11
Losone;Avegno Gordevio;8
Losone;Terre di Pedemonte;16
Losone;Centovalli;13
Losone;Gambarogno;50
Losone;Andere Gemeinden;85
Losone;Andere Gemeinden;12
Mergoscia;Bellinzona;6
Mergoscia;Locarno;16
Mergoscia;Mergoscia;23
Mergoscia;Minusio;6
Mergoscia;Tenero-Contra;7
Mergoscia;Andere Gemeinden;19
Mergoscia;Andere Gemeinden;1
Minusio;Luzern;5
Minusio;Zug;10
Minusio;Andere Gemeinden;5
Minusio;Andere Gemeinden;14
Minusio;Arbedo-Castione;7
Minusio;Bellinzona;181
Minusio;Cadenazzo;27
Minusio;Camorino;27
Minusio;Giubiasco;34
Minusio;Gudo;5
Minusio;Sant'Antonino;12
Minusio;Sementina;13
Minusio;Ascona;102
Minusio;Brione sopra Minusio;9
Minusio;Brissago;30
Minusio;Gordola;52
Minusio;Lavertezzo;29
Minusio;Locarno;797
Minusio;Losone;92
Minusio;Minusio;672
Minusio;Muralto;170
Minusio;Orselina;42
Minusio;Tenero-Contra;102
Minusio;Cugnasco-Gerra;10
Minusio;Bioggio;17
Minusio;Comano;16
Minusio;Lamone;7
Minusio;Lugano;80
Minusio;Manno;22
Minusio;Massagno;6
Minusio;Mezzovico-Vira;15
Minusio;Paradiso;5
Minusio;Monteceneri;6
Minusio;Chiasso;5
Minusio;Cevio;5
Minusio;Maggia;10
Minusio;Avegno Gordevio;10
Minusio;Terre di Pedemonte;13
Minusio;Gambarogno;57
Minusio;Andere Gemeinden;72
Minusio;Andere Gemeinden;13
Mosogno;Mosogno;7
Mosogno;Andere Gemeinden;7
Muralto;Bellinzona;30
Muralto;Cadenazzo;14
Muralto;Camorino;9
Muralto;Giubiasco;5
Muralto;Sant'Antonino;16
Muralto;Ascona;39
Muralto;Brissago;13
Muralto;Gordola;12
Muralto;Locarno;338
Muralto;Losone;27
Muralto;Minusio;44
Muralto;Muralto;237
Muralto;Orselina;23
Muralto;Tenero-Contra;20
Muralto;Cadempino;6
Muralto;Comano;5
Muralto;Lugano;32
Muralto;Mezzovico-Vira;8
Muralto;Maggia;5
Muralto;Gambarogno;15
Muralto;Andere Gemeinden;80
Muralto;Andere Gemeinden;8
Orselina;Andere Gemeinden;6
Orselina;Andere Gemeinden;5
Orselina;Bellinzona;6
Orselina;Ascona;13
Orselina;Locarno;86
Orselina;Losone;7
Orselina;Minusio;19
Orselina;Muralto;20
Orselina;Orselina;64
Orselina;Lugano;10
Orselina;Gambarogno;5
Orselina;Andere Gemeinden;34
Orselina;Andere Gemeinden;5
Ronco sopra Ascona;Ascona;18
Ronco sopra Ascona;Brissago;16
Ronco sopra Ascona;Locarno;45
Ronco sopra Ascona;Losone;24
Ronco sopra Ascona;Ronco sopra Ascona;68
Ronco sopra Ascona;Andere Gemeinden;43
Ronco sopra Ascona;Andere Gemeinden;3
Sonogno;Locarno;5
Sonogno;Sonogno;16
Sonogno;Andere Gemeinden;13
Tenero-Contra;Andere Gemeinden;8
Tenero-Contra;Roveredo (GR);7
Tenero-Contra;Andere Gemeinden;7
Tenero-Contra;Bellinzona;63
Tenero-Contra;Cadenazzo;11
Tenero-Contra;Giubiasco;25
Tenero-Contra;Sant'Antonino;15
Tenero-Contra;Sementina;5
Tenero-Contra;Ascona;30
Tenero-Contra;Brissago;13
Tenero-Contra;Gordola;81
